"PID","cond","antiest","ampride","trustgov","demsatis","radchange","distrust","discontent","top_value_char","response","exclude","val_1","val_2","val_3","val_4","val_5","antiest_1","antiest_2","antiest_3","antiest_4R","vote_bin","vote_who","vote_whoelse","PartyID7","PartyID5","IDEO","GENDER","AGE","RACETHNICITY","EDUC5","INCOME","order_dvs_first","order_dvs_second","order_dvs_third","order_dvs_fourth","order_dvs_fifth","STATE","RELIG","EMPLOY","REGION4","REGION9","STARTDT"
5747,"ctrl",5.5,4,3,5,5,5,5.16666666666667,"honesty","Treat everyone fair and honest regardless of their race, sex or gender. Give the little person the same care and concern as the wealthy",0,"honesty","courage","loyalty","bravery","fairness",5,7,5,5,"vote","trump",NA,6,5,3,"male",50,"white/non-hisp","some coll","$85,000 to $99,999","demsatis","trustgov","ampride","antiest","radchange","FL",11,2,3,5,"11/20/2024 8:17"
5754,"kept",2.75,5,4,5,5,4,3.91666666666667,"democracy","We have fair elections for president and all of the general offices in the United States of America.",0,"equality","religion","freedom","democracy","competition",2,3,3,3,"vote","trump",NA,6,5,3,"male",62,"white/non-hisp","bachelors","$200,000 or more","trustgov","antiest","ampride","demsatis","radchange","GA",1,2,3,5,"11/19/2024 18:06"
5759,"ctrl",4.75,3,4,3,3,4,3.91666666666667,"FREEDOM, ECONOMIC, POLITICAL & SOCIAL","These are the rights of all Americans to think, speak, act freely as long as it does not physically impose upon others. At our core we allow all adults to vote & participate in our government while maintaing our bedrock freedoms.",0,"FREEDOM, ECONOMIC, POLITICAL & SOCIAL","OPPORTUNITY for all","STABILITY","RELIGIOUS FREEDOM","POWERFUL",6,5,3,5,"vote","harris",NA,3,2,3,"male",43,"white/non-hisp","bachelors","$200,000 or more","ampride","radchange","trustgov","demsatis","antiest","NY",5,1,1,2,"11/22/2024 8:29"
5774,"ctrl",3.5,5,2,3,6,6,5.16666666666667,"freedom","Freedom is the ability to make your own choices. Freedom is the ability to not be fearful of your choices.",0,"freedom","liberty","democracy","justice","equality",1,4,4,5,"vote","trump",NA,7,5,4,"male",18,"white/non-hisp","less HS","$125,000 to $149,999","trustgov","ampride","antiest","demsatis","radchange","NY",2,1,1,2,"11/21/2024 10:42"
5775,"brkn",4.5,1,2,1,5,6,5.16666666666667,"Freedom","Restricting healthcare for people who become pregnant and banning abortions is not what freedom is about. As well as the threat of revoking the marriage equality act, and not being able to exist in public places without the threat of a mass shooter.",0,"Freedom","Truth","Equality","Taxes","Pursuit of happiness",7,6,3,2,"vote","harris",NA,1,1,1,"female",22,"white/non-hisp","some coll","$60,000 to $74,999","demsatis","antiest","radchange","ampride","trustgov","IN",9,1,2,3,"11/19/2024 20:19"
5777,"ctrl",4.5,5,4,6,5,4,4.5,"Freedom","The ability to not be persecuted for your believes or choices. To know that you have the ability to do what makes you happy as long as it doesn’t cause harm to others",0,"Freedom","Choice","Dedication","Diversity","Stability",5,3,5,5,"vote","trump",NA,4,3,3,"female",28,"white/non-hisp","some coll","$40,000 to $49,999","antiest","trustgov","radchange","ampride","demsatis","KY",1,1,3,6,"11/20/2024 15:59"
5788,"kept",NA,4,4,4,4,4,4,"Together","I think the world she come to grad one and stop all the madness. We are better than what’s going on in America",0,"Together","Time","Love","Space","Trust",NA,NA,NA,NA,"vote","harris",NA,1,1,2,"female",24,"black/non-hisp","less HS","under $5,000","radchange","ampride","demsatis","trustgov","antiest","NC",11,1,3,5,"11/22/2024 8:05"
5799,"kept",4.5,3,3,4,5,5,4.83333333333333,"Hardworking","Hard work is the key to success and pride.  It forces independence and collaboration to get the job done.",0,"Freedom","Own viewpoint","Protection","Pride","Hardworking",5,5,5,3,"no vote",NA,NA,1,1,3,"male",19,"white/non-hisp","HS","$35,000 to $39,999","radchange","demsatis","trustgov","antiest","ampride","MN",2,1,2,4,"11/25/2024 23:59"
5806,"ctrl",7,1,1,1,7,7,7,"Power","It seems to be the driving force for a lot, but not all humans. Oppression is the tool of power. To steal and harvest power you must create a false sense that there are people below you. The American government has perfected it, unfortunately.",0,"Power","Greed","Oppression of others","Being self-serving","Willful ignorance",7,7,7,7,"vote","harris",NA,3,2,1,"male",32,"black/non-hisp","bachelors","$100,000 to $124,999","antiest","radchange","trustgov","demsatis","ampride","TX",11,1,3,7,"11/30/2024 12:39"
5810,"ctrl",5,4,4,5,7,4,5.33333333333333,"freedom of religion","We are able to follow and honor our God without fear of reprimand.  We are able to teach and listen to His Word and promises.  We can teach others and learn from them without expecting a negative response or other retaliation from government or other individuals or groups.",0,"equality of races","self governing group","freedom of speech","freedom of religion","respect of government/flag/judicial system",6,5,6,3,"vote","trump",NA,6,5,2,"male",55,"white/non-hisp","some coll","$75,000 to $84,999","radchange","trustgov","antiest","demsatis","ampride","ME",1,1,1,1,"11/20/2024 22:24"
5814,"ctrl",4.5,3,2,3,6,6,5.5,"opportunity when earned","Things should not be given free.. People should have to earn them. There is too many handouts and people expect it too much with out earning it.",0,"liberty","sanctity of life","opportunity when earned","freedom","pursuit of happiness",5,6,5,2,"vote","trump",NA,7,5,5,"female",56,"white/non-hisp","bachelors","$125,000 to $149,999","trustgov","ampride","demsatis","antiest","radchange","MI",2,1,2,3,"11/24/2024 13:55"
5816,"ctrl",4.25,2,5,3,1,3,2.75,"self-governing","self governing is the ability of the country to run itself without the oversight of a singular all-powerful leader",0,"religious freedom","financial freedom","racial equality","gender equality","self-governing",5,5,3,4,"vote","harris",NA,3,2,3,"male",24,"asian/non-hisp","bachelors","$40,000 to $49,999","trustgov","antiest","ampride","demsatis","radchange","MD",2,1,3,5,"11/27/2024 2:27"
5821,"ctrl",6.5,3,1,2,6,7,6.5,"The government should value our voices, and let them be represented in our elected officials","Our voices should matter and politicians should be asking us how they can be better. Rather than taking money from superPACS that pay to prioritize foreign interests",0,"The ability to have a fair chance at achieving economic success with hard work","Prioritizing our people's needs, over funding war in other countries","The government should value our voices, and let them be represented in our elected officials","The freedom to change our government if it isn't representing us","The ability for our voices to matter, over money from super PACS",6,7,6,7,"vote","harris",NA,3,2,1,"female",20,"white/non-hisp","HS","$35,000 to $39,999","radchange","antiest","ampride","demsatis","trustgov","FL",10,1,3,5,"11/28/2024 0:15"
5825,"brkn",5.25,2,4,5,2,4,3.75,"Equality of all people","There is still discrimination both socially and systematically. Not all people are equal due to factors such as race, sexual orientation, and wealth",0,"Freedom of Speech","Equality of all people","Voice of the people","Right to healthcare","Equal right to vote",7,5,5,4,"vote","harris",NA,2,1,2,"male",25,"white/non-hisp","bachelors","$50,000 to $59,999","antiest","ampride","trustgov","demsatis","radchange","ME",11,1,1,1,"11/21/2024 17:01"
5826,"kept",4.5,4,3,5,3,5,4.16666666666667,"Protection of citizens","The fight against terrorist. Maintaining a strong army and education. To allow civilians freedom and employment",0,"Freedom of citizens","Freedom of speech","Freedom to work","Protection of citizens","Equal rights of citizens",5,5,5,3,"no vote",NA,NA,2,1,3,"female",34,"white/non-hisp","HS","$125,000 to $149,999","demsatis","radchange","trustgov","ampride","antiest","IN",12,1,2,3,"11/22/2024 21:47"
5831,"brkn",4.25,5,3,7,2,5,3.75,"Free Speech","It is living up to its promise. We have the right to speak our opinion, we don’t have the right to control others peoples response or disagreement to our opinions",0,"Free Speech","Gun rights","Vote","Innocent until proven guilty","State rights",1,6,4,6,"vote","other","Candidate",4,3,3,"male",34,"white/non-hisp","masters","$60,000 to $74,999","demsatis","ampride","antiest","radchange","trustgov","NC",12,7,3,5,"11/22/2024 13:49"
5833,"ctrl",4.5,4,2,2,6,6,5.5,"Freedom","Freedom of speech to be able to voice your opinions. 
Freedom of Religion to be able to worship. 
Freedom to be whatever you choose to be and be able to work and achieve success",0,"Freedom","Being patriots","Equal opportunities","Independence","American dreams to work hard and achieve your dreams",5,5,3,5,"vote","trump",NA,6,5,4,"female",59,"white/non-hisp","bachelors","$85,000 to $99,999","trustgov","antiest","demsatis","radchange","ampride","VA",1,1,3,5,"11/21/2024 16:12"
5835,"brkn",4.5,3,3,2,6,5,5.16666666666667,"national democracy","National democracy should involve both democrats and republicans to work together to come up with solutions to the nations problems. t this time the two parties are more interted in proving each other wrong that what is better for the greater good",0,"national democracy","freedoms of speech","working together","cooperation","freedom to carry arms",6,3,4,5,"vote","harris",NA,2,1,3,"female",63,"white/non-hisp","bachelors","$75,000 to $84,999","ampride","radchange","antiest","trustgov","demsatis","MI",11,5,2,3,"11/19/2024 20:27"
5837,"kept",3.75,3,2,3,4,6,4.58333333333333,"Integrity","Holding high moral values is still seen as a virtue.  Even though it not as common amongst many, when it is found people still admire it.",0,"Justice","Dedication","Honor","Courage","Integrity",5,3,3,4,"no vote",NA,NA,6,5,3,"male",31,"hisp","some coll","$50,000 to $59,999","trustgov","demsatis","radchange","antiest","ampride","CA",10,1,4,9,"11/19/2024 22:08"
5842,"ctrl",4,5,4,4,4,4,4,"Family","My home thay includes my wife and brother, also been able to provide a home for my wife and for my future.",0,"My home","Family","God","Work","Other",4,4,4,4,"no vote",NA,NA,3,2,2,"male",28,"hisp","some coll","$5,000 to $9,999","antiest","ampride","demsatis","radchange","trustgov","TX",2,1,3,7,"11/23/2024 8:13"
5843,"brkn",5.25,2,3,3,6,5,5.41666666666667,"Freedom","Freedom of speech is taken away from most Republicans. Most social media platforms are liberal based and they censor things from the republican side. They say it has information that is not facts when in reality it is the facts they just don't want people to know.",0,"Freedom","Justice","Liberty","Honesty","Love",6,6,6,3,"vote","trump",NA,7,5,5,"female",30,"white/non-hisp","HS","$100,000 to $124,999","radchange","trustgov","demsatis","ampride","antiest","WI",12,7,2,3,"11/22/2024 9:03"
5852,"ctrl",6.75,3,2,3,5,6,5.91666666666667,"Freedom to hold Congress accountable and replace if found lying cheating fornicating stealing  bribing or anything unlawful","I think the statement stands on it's own what ever happened to honestly,  they stand up and lie and everyone knows there lying.",0,"Freedom of Speech","Freedom of the press","Freedom to kick Trump out of office","Freedom of religion except for islam","Freedom to hold Congress accountable and replace if found lying cheating fornicating stealing  bribing or anything unlawful",6,7,7,7,"no vote",NA,NA,4,3,3,"male",68,"white/non-hisp","some coll","$20,000 to $24,999","radchange","ampride","antiest","demsatis","trustgov","OR",2,5,4,9,"11/19/2024 14:28"
5855,"ctrl",4.25,4,4,6,5,4,4.41666666666667,"freedom","the right to make choices that i think are right in my opinion. The promise that my government will react to any threats that are made to secure our freedom and safety.",0,"freedom","equality","advancement","protection","healthcare",5,5,4,3,"vote","harris",NA,2,1,3,"male",69,"hisp","HS","$60,000 to $74,999","ampride","demsatis","radchange","trustgov","antiest","AZ",12,5,4,8,"11/19/2024 20:48"
5858,"kept",7,1,1,1,7,7,7,"Freedom","The ability to vote in a free election without interference. Courts that hold elected officials accountable.",0,"Freedom","Safety","Choice","Freedom from religion","Prosperity",7,7,7,7,"vote","harris",NA,1,1,1,"male",67,"white/non-hisp","bachelors","$200,000 or more","ampride","antiest","demsatis","radchange","trustgov","IA",10,5,2,4,"11/20/2024 6:02"
5862,"brkn",5,4,4,2,5,4,4.66666666666667,"Freedom","There are too many very poor people that live horribly. They don’t have the freedom to have food, clothing, beautiful places to just walk to.",0,"Freedom","People’s right to privacy","Innocent until proven guilty","The right to voice your opinion","The right to vote",NA,NA,4,6,"vote","harris",NA,4,3,3,"female",70,"black/non-hisp","HS","$100,000 to $124,999","ampride","antiest","radchange","trustgov","demsatis","MA",2,5,1,1,"11/20/2024 16:03"
5866,"brkn",6,3,2,2,6,6,6,"Future","Economy failing-war-the people are not as important. Weather change. Shootings. To many bad things need to be changed to actually change the future",0,"Liberty","Trust","Future","Faith","Values",5,6,6,7,"no vote",NA,NA,5,4,2,"female",59,"white/non-hisp","HS","$60,000 to $74,999","ampride","trustgov","radchange","demsatis","antiest","IA",11,6,2,4,"11/19/2024 17:07"
5868,"brkn",7,2,1,1,6,7,6.66666666666667,"Independence","I'm not sure. I think the U.S. is trying it's best to live up to the promises made. They are doing a pretty good job.",0,"Equality","Independence","Individualism","Materialism","Time",7,7,7,7,"vote","trump",NA,4,3,3,"male",42,"white/non-hisp","HS","$30,000 to $34,999","radchange","antiest","trustgov","demsatis","ampride","WI",10,1,2,3,"11/19/2024 20:52"
5879,"ctrl",3.75,3,7,4,4,1,2.91666666666667,"The issue of inflation","The last administration left our economy in disarray. We need leadership to continue to fight and figure out away to get inflation under control.",0,"The issue of inflation","Closing our borders","Isolating from world issues","The war against drugs","Freedom for all",3,4,4,4,"no vote",NA,NA,4,3,3,"male",38,"hisp","some coll","$75,000 to $84,999","ampride","demsatis","radchange","antiest","trustgov","CA",1,1,4,9,"11/22/2024 19:44"
5889,"kept",4.5,5,3,6,6,5,5.16666666666667,"Freedom","With the internet everyome seems to have a voice where they can publicly voice an opinion any time that they want",0,"Freedom","Equality","Liberty","Patriotism","Religion",2,5,5,6,"vote","trump",NA,4,3,3,"male",54,"white/non-hisp","some coll","$25,000 to $29,999","ampride","demsatis","trustgov","antiest","radchange","NC",12,1,3,5,"11/20/2024 12:09"
5894,"brkn",6.25,2,1,2,5,7,6.08333333333333,"Equality for all","Immigrants and political refugees are being refused at our border for fear of national security. Instead of blaming the immigrants we should be more reflective and question if our immigration system is sufficient for the amount of political instability on the earth. Either way, I still think these people deserve a fair chance at achieving greatness just like the rest of us.",0,"Equality for all","Insured Personal freedom","The American Dream","Equal Opportunity","Spirit of Democracy",7,6,6,6,"vote","harris",NA,1,1,1,"male",23,"white/non-hisp","some coll","$10,000 to $14,999","trustgov","radchange","antiest","demsatis","ampride","OH",10,2,2,3,"11/19/2024 19:58"
